Year,Month,Day,Country,Region,city,latitude,longitude,AttackType,Killed,Wounded,Target,Group,Target_type,Weapon_type,casualities
2017,1,6,Afghanistan,South Asia,Tala Wa Barfak district,35.392247999999995,68.222884,Armed Assault,8.0,3.0,Coal Miners,Khorasan Chapter of the Islamic State,Business,Firearms,11.0
2017,1,6,Somalia,Sub-Saharan Africa,Awdheegle,1.978939,44.832062,Unknown,,,Farmers,Al-Shabaab,Private Citizens & Property,Unknown,
2017,1,6,Iran,Middle East & North Africa,Jakigour,26.128364,61.517982999999994,Armed Assault,1.0,3.0,Soldiers,Jaish al-Adl,Military,Firearms,4.0
2017,1,6,India,South Asia,Nongkham Gamnon,24.383792,94.148177,Assassination,2.0,0.0,Village Head: S. Otkhomang Mate,Unknown,Government (General),Firearms,2.0
2017,1,6,Pakistan,South Asia,Karachi,24.891115,67.143311,Bombing/Explosion,0.0,1.0,Taimuria Police Station,Al-Qaida in the Indian Subcontinent,Police,Explosives,1.0
2017,1,6,United States,North America,Fort Lauderdale,26.071231,-80.145668,Armed Assault,5.0,6.0,Airport,Jihadi-inspired extremists,Airports & Aircraft,Firearms,11.0
2017,1,6,Sudan,Sub-Saharan Africa,Keyo,13.400089000000001,24.309717000000003,Hostage Taking (Kidnapping),,,"Displaced Civilians: Abdelwahid Saleh Abdelmola, Abdelazim Adam Hamid",Janjaweed,Private Citizens & Property,Firearms,
2017,1,6,Somalia,Sub-Saharan Africa,Barawe,1.114228,44.028706,Bombing/Explosion,0.0,0.0,Troops,Unknown,Military,Explosives,0.0
2017,1,6,Iraq,Middle East & North Africa,Dawr,34.458889,43.791004,Bombing/Explosion,6.0,0.0,Outpost,Islamic State of Iraq and the Levant (ISIL),Military,Explosives,6.0
2017,1,6,Iraq,Middle East & North Africa,Hadithah,34.160587,42.37254,Bombing/Explosion,13.0,0.0,Forces,Islamic State of Iraq and the Levant (ISIL),Military,Explosives,13.0
2017,1,6,France,Western Europe,Saint-Etienne,45.441025,4.3845529999999995,Facility/Infrastructure Attack,0.0,0.0,Nativity Scene,Unknown,Religious Figures/Institutions,Incendiary,0.0
2017,1,6,Philippines,Southeast Asia,San Juan district,13.750444,121.37703400000001,Assassination,1.0,0.0,Village Captain: Rogelio Sanchez,Unknown,Government (General),Firearms,1.0
2017,1,6,Philippines,Southeast Asia,Luy-a,12.407778,123.405833,Armed Assault,1.0,0.0,Former New People's Army (NPA) Member: Laurio Waren,Unknown,Private Citizens & Property,Firearms,1.0
2017,1,6,Pakistan,South Asia,Karachi,24.891115,67.143311,Armed Assault,1.0,1.0,Constable: Bashir Ramzan,Al-Qaida in the Indian Subcontinent,Police,Firearms,2.0
2017,1,6,Afghanistan,South Asia,Fatehabad,34.357222,70.238889,Armed Assault,2.0,0.0,Patrol,Taliban,Police,Firearms,2.0
2017,1,6,Egypt,Middle East & North Africa,Hasna,30.4653,33.785694,Armed Assault,4.0,2.0,10 Zamzam Aerial Monitoring Checkpoint,Sinai Province of the Islamic State,Military,Explosives,6.0
2017,1,6,Egypt,Middle East & North Africa,Taba,29.492478000000002,34.896899,Armed Assault,2.0,0.0,Aerial Monitoring Checkpoints,Sinai Province of the Islamic State,Military,Explosives,2.0
2017,1,6,Egypt,Middle East & North Africa,Al-Malha,30.8775,34.381944,Bombing/Explosion,3.0,0.0,Checkpoint,Sinai Province of the Islamic State,Military,Explosives,3.0
2017,1,6,Somalia,Sub-Saharan Africa,Mahaday,2.973305,45.535603,Bombing/Explosion,3.0,,Civilians,Unknown,Private Citizens & Property,Explosives,
2017,1,6,Mali,Sub-Saharan Africa,Boni,15.075,-2.221111,Unknown,1.0,4.0,Checkpoint,Unknown,Military,Unknown,5.0
2017,1,6,Pakistan,South Asia,Sariab,30.084515000000003,66.983437,Hostage Taking (Kidnapping),1.0,0.0,Civilian: Saifullah,Unknown,Private Citizens & Property,Firearms,1.0
2017,1,6,Mexico,North America,Guadalajara,20.673231,-103.36685899999999,Assassination,0.0,1.0,Vice Consul: Christopher Ashcraft,Unknown,Government (Diplomatic),Firearms,1.0
2017,1,6,United Kingdom,Western Europe,Belfast,54.607712,-5.95621,Armed Assault,0.0,1.0,Civilian,Unknown,Private Citizens & Property,Firearms,1.0
2017,1,7,Pakistan,South Asia,Quetta,30.200819,66.994354,Armed Assault,1.0,0.0,Officer: Shah Nawaz,Khorasan Chapter of the Islamic State,Police,Firearms,1.0
2017,1,7,Yemen,Middle East & North Africa,Wadea district,13.713332999999999,46.011944,Bombing/Explosion,7.0,20.0,Checkpoint,Unknown,Military,Explosives,27.0
2017,1,7,Iraq,Middle East & North Africa,Imam Weis,33.794651,44.892578,Unknown,1.0,3.0,Checkpoint,Islamic State of Iraq and the Levant (ISIL),Military,Unknown,4.0
2017,1,6,Egypt,Middle East & North Africa,Masaeed,31.116553999999997,33.72472,Armed Assault,0.0,1.0,Checkpoint,Unknown,Military,Firearms,1.0
2017,1,6,Egypt,Middle East & North Africa,Arish,31.126646,33.800865,Armed Assault,0.0,1.0,Soldier at Checkpoint,Unknown,Military,Firearms,1.0
2017,1,6,Egypt,Middle East & North Africa,Al-Kharouba,31.163713,33.955925,Armed Assault,0.0,1.0,Soldier at Checkpoint,Unknown,Military,Firearms,1.0
2017,1,7,Iraq,Middle East & North Africa,Diwaniyah,31.98958,44.923775,Assassination,0.0,0.0,Residence of Former Police Chief: Major General Abdul Jalil al-Asadi,Unknown,Police,Firearms,0.0
2017,1,7,Somalia,Sub-Saharan Africa,Mogadishu,2.059819,45.326115,Bombing/Explosion,3.0,17.0,Tea Shop,Al-Shabaab,Business,Explosives,20.0
2017,1,7,India,South Asia,Imphal,24.798346,93.94043,Bombing/Explosion,0.0,2.0,"Constables: Visvendar Jat, Brajesh Singh",Unknown,Police,Explosives,2.0
2017,1,7,United States,North America,Hudson Bend,30.411171999999997,-97.930155,Facility/Infrastructure Attack,0.0,0.0,Mosque,Anti-Muslim extremists,Religious Figures/Institutions,Incendiary,0.0
2017,1,7,India,South Asia,Badshapur,28.398271,77.053568,Armed Assault,1.0,0.0,Retired Soldier: Subhash Yadav,Unknown,Military,Firearms,1.0
2017,1,7,Philippines,Southeast Asia,San Ramon,17.680979999999998,120.42448,Assassination,1.0,0.0,Radio Reporter: Mario Contaoi,Unknown,Journalists & Media,Firearms,1.0
2017,1,7,Nigeria,Sub-Saharan Africa,Buni Yadi,11.247069,12.01246,Armed Assault,20.0,0.0,Soldiers,Boko Haram,Military,Firearms,20.0
2017,1,7,Syria,Middle East & North Africa,Azaz,36.585438,37.046921000000005,Bombing/Explosion,43.0,51.0,Market,Islamic State of Iraq and the Levant (ISIL),Private Citizens & Property,Explosives,94.0
2017,1,7,Nigeria,Sub-Saharan Africa,Tsonje,9.614603,8.39358,Armed Assault,2.0,,Village,Fulani extremists,Private Citizens & Property,Firearms,
2017,1,7,United States,North America,Fort Worth,32.713541,-97.355277,Facility/Infrastructure Attack,0.0,0.0,Church,Unknown,Religious Figures/Institutions,Incendiary,0.0
2017,1,7,Pakistan,South Asia,Karachi,24.891115,67.143311,Armed Assault,1.0,0.0,Shia Civilian: Syed Zulfiqar Hussain,Unknown,Private Citizens & Property,Firearms,1.0
2017,1,7,Iraq,Middle East & North Africa,Qarghoul,33.029837,44.171106,Bombing/Explosion,1.0,4.0,Market,Unknown,Private Citizens & Property,Explosives,5.0
2017,1,7,Iraq,Middle East & North Africa,Bakhirah,36.214444,43.041111,Bombing/Explosion,20.0,0.0,Positions,Islamic State of Iraq and the Levant (ISIL),Military,Explosives,20.0
2017,1,7,Iraq,Middle East & North Africa,Tikrit,35.0325,43.646389,Bombing/Explosion,0.0,19.0,Civilians,Unknown,Private Citizens & Property,Explosives,19.0
2017,1,7,Syria,Middle East & North Africa,Bab,36.366199,37.512276,Unknown,1.0,0.0,Soldiers,Islamic State of Iraq and the Levant (ISIL),Military,Unknown,1.0
2017,1,7,Pakistan,South Asia,Karachi,24.891115,67.143311,Armed Assault,0.0,2.0,Hotel,Unknown,Business,Firearms,2.0
2017,1,7,Afghanistan,South Asia,Urgun district,32.861513,69.126826,Bombing/Explosion,0.0,0.0,Unknown,Unknown,Unknown,Explosives,0.0
2017,1,7,India,South Asia,Roam,22.33148,85.396183,Facility/Infrastructure Attack,0.0,0.0,Construction Vehicles,Communist Party of India - Maoist (CPI-Maoist),Business,Incendiary,0.0
2017,1,7,Afghanistan,South Asia,Khash Rod district,31.662674,63.01475799999999,Bombing/Explosion,1.0,0.0,Soldier,Unknown,Military,Explosives,1.0
2017,1,7,Afghanistan,South Asia,Shamsha Pur,34.415278,70.27833299999999,Hostage Taking (Kidnapping),0.0,0.0,Civilian,Unknown,Private Citizens & Property,Unknown,0.0
2017,1,7,Myanmar,Southeast Asia,Norula,20.824107,92.369022,Armed Assault,1.0,0.0,Post,Unknown,Police,Firearms,1.0
2017,1,8,West Bank and Gaza Strip,Middle East & North Africa,Jerusalem,31.784838,35.224613,Unarmed Assault,5.0,17.0,"Soldiers: Erez Orbach, Yael Yekutiel, Shir Hajaj",Groups of Martyr Baha Eleyan,Military,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",22.0
2017,1,8,Iraq,Middle East & North Africa,Baghdad,33.303566,44.371773,Bombing/Explosion,12.0,25.0,Market,Islamic State of Iraq and the Levant (ISIL),Private Citizens & Property,Explosives,37.0
2017,1,8,Iraq,Middle East & North Africa,Baghdad,33.303566,44.371773,Bombing/Explosion,7.0,13.0,Market,Islamic State of Iraq and the Levant (ISIL),Private Citizens & Property,Explosives,20.0
2017,1,8,Ukraine,Eastern Europe,Odessa,46.482526,30.723309999999998,Bombing/Explosion,2.0,1.0,Residential Building,Unknown,Private Citizens & Property,Explosives,3.0
2017,1,8,Afghanistan,South Asia,Bakwa district,32.230825,62.920592000000006,Bombing/Explosion,6.0,4.0,Unknown,Taliban,Unknown,Explosives,10.0
2017,1,8,Afghanistan,South Asia,Argahandab district,32.401286999999996,66.813451,Unknown,4.0,4.0,Checkposts,Taliban,Military,Unknown,8.0
2017,1,8,United Kingdom,Western Europe,Braintree,51.876375,0.552733,Facility/Infrastructure Attack,0.0,0.0,Mosque,Anti-Muslim extremists,Religious Figures/Institutions,Incendiary,0.0
2017,1,8,India,South Asia,Dhelwa Gossai,25.611,85.14399999999999,Assassination,1.0,0.0,General Secretary of the Barh District: Mukesh Singh,Unknown,Private Citizens & Property,Firearms,1.0
2017,1,8,Nigeria,Sub-Saharan Africa,Kwayine,9.398333000000001,12.364167,Hostage Taking (Kidnapping),3.0,0.0,Village,Fulani extremists,Private Citizens & Property,Firearms,3.0
2017,1,8,Nigeria,Sub-Saharan Africa,Gidan Dadi,9.455541,12.152552,Hostage Taking (Kidnapping),2.0,0.0,Village,Fulani extremists,Private Citizens & Property,Firearms,2.0
2017,1,8,Nigeria,Sub-Saharan Africa,Karlahi,9.455541,12.152552,Armed Assault,2.0,0.0,Village,Fulani extremists,Private Citizens & Property,Firearms,2.0
2017,1,8,Nigeria,Sub-Saharan Africa,Garki Muna,11.831097999999999,13.150967000000001,Bombing/Explosion,4.0,0.0,Joint Checkpoint,Boko Haram,Military,Explosives,4.0
2017,1,8,Nigeria,Sub-Saharan Africa,Maiduguri,11.840929,13.141459,Bombing/Explosion,2.0,0.0,House of Relatives of Member,Boko Haram,Terrorists/Non-State Militia,Explosives,2.0
2017,1,8,Nigeria,Sub-Saharan Africa,Maiduguri,11.840929,13.141459,Bombing/Explosion,2.0,0.0,House of Member,Boko Haram,Terrorists/Non-State Militia,Explosives,2.0
2017,1,8,Iraq,Middle East & North Africa,Baghdad,33.303566,44.371773,Bombing/Explosion,0.0,0.0,Morgue,Islamic State of Iraq and the Levant (ISIL),Business,Explosives,0.0
2017,1,8,Syria,Middle East & North Africa,Palmyra district,34.554427000000004,38.282841,Bombing/Explosion,0.0,0.0,Hayyan Gas Plant,Islamic State of Iraq and the Levant (ISIL),Utilities,Explosives,0.0
2017,1,8,Iraq,Middle East & North Africa,Mosul,36.354145,43.143570000000004,Bombing/Explosion,11.0,0.0,Civilians,Islamic State of Iraq and the Levant (ISIL),Private Citizens & Property,Explosives,11.0
2017,1,8,Iraq,Middle East & North Africa,Mosul,36.354145,43.143570000000004,Bombing/Explosion,5.0,0.0,Civilian Building,Islamic State of Iraq and the Levant (ISIL),Private Citizens & Property,Explosives,5.0
2017,1,8,Libya,Middle East & North Africa,Bir Tirfas,31.737312,14.279442999999999,Facility/Infrastructure Attack,0.0,0.0,Gas Pipeline,Al-Zawiya Syndicates Council,Utilities,Firearms,0.0
2017,1,8,Mali,Sub-Saharan Africa,Unknown,16.598013,-3.3920220000000003,Bombing/Explosion,1.0,4.0,Vehicle,Unknown,Military,Explosives,5.0
2017,1,8,Paraguay,South America,Rio Verde,-23.759724,-56.494923,Armed Assault,2.0,0.0,Mennonites,Paraguayan People's Army (EPP),Private Citizens & Property,Firearms,2.0
2017,1,9,Egypt,Middle East & North Africa,Arish,31.126646,33.800865,Bombing/Explosion,14.0,13.0,Checkpoint,Sinai Province of the Islamic State,Police,Explosives,27.0
2017,1,9,Pakistan,South Asia,Mastung,29.803965,66.85099,Bombing/Explosion,0.0,0.0,Unknown,Unknown,Unknown,Explosives,0.0
2017,1,9,Colombia,South America,Cano Cuarteles,6.6177779999999995,-71.10972199999999,Armed Assault,1.0,0.0,Soldier: Julian Monroy Mendoza,National Liberation Army of Colombia (ELN),Military,Firearms,1.0
2017,1,9,Colombia,South America,Tame,6.45929,-71.73628199999999,Armed Assault,1.0,0.0,Soldier,National Liberation Army of Colombia (ELN),Military,Firearms,1.0
2017,1,9,Colombia,South America,San Rafael,4.7631190000000005,-75.03057199999999,Armed Assault,1.0,0.0,Officer: Fernando Velasquez Chaves,Unknown,Police,Firearms,1.0
2017,1,9,Iraq,Middle East & North Africa,Mosul,36.354145,43.143570000000004,Armed Assault,1.0,2.0,Displaced Families,Islamic State of Iraq and the Levant (ISIL),Private Citizens & Property,Firearms,3.0
2017,1,9,Iraq,Middle East & North Africa,Albu Alwan,33.438056,44.016667,Bombing/Explosion,0.0,0.0,Gas Station,Islamic State of Iraq and the Levant (ISIL),Business,Explosives,0.0
2017,1,9,Iraq,Middle East & North Africa,Albu Alwan,33.438056,44.016667,Bombing/Explosion,0.0,0.0,Unknown,Islamic State of Iraq and the Levant (ISIL),Unknown,Explosives,0.0
2017,1,9,Egypt,Middle East & North Africa,Masaeed,31.116553999999997,33.72472,Armed Assault,1.0,0.0,Al-Masaeed Checkpoint,Sinai Province of the Islamic State,Police,Firearms,1.0
2017,1,9,Philippines,Southeast Asia,Unknown,7.131007,122.268829,Hostage Taking (Barricade Incident),8.0,0.0,Fishing Vessel,Unknown,Maritime,Firearms,8.0
2017,1,9,Iraq,Middle East & North Africa,Ayn al-Hisyan,36.318344,42.21035,Unknown,10.0,0.0,Forces,Islamic State of Iraq and the Levant (ISIL),Military,Unknown,10.0
2017,1,8,Afghanistan,South Asia,Deh Bala,37.298889,70.563889,Bombing/Explosion,2.0,8.0,Officers,Taliban,Police,Explosives,10.0
2017,1,9,India,South Asia,Battal,32.930556,74.4064,Armed Assault,3.0,1.0,General Reserve Engineer Force (GREF) Camp,Lashkar-e-Taiba (LeT),Government (General),Explosives,4.0
2017,1,9,Iraq,Middle East & North Africa,Baghdad,33.303566,44.371773,Bombing/Explosion,1.0,8.0,Market,Unknown,Private Citizens & Property,Explosives,9.0
2017,1,5,Malaysia,Southeast Asia,Seri Kembangan,3.015301,101.712396,Armed Assault,4.0,2.0,Factory Workers,Unknown,Business,Melee,6.0
2017,1,9,India,South Asia,Khunti district,23.07976,85.276707,Unarmed Assault,0.0,,Oil Pipeline Construction Site,People's Liberation Front of India,Utilities,Incendiary,
2017,1,9,Afghanistan,South Asia,Gereshk,31.825871000000003,64.576431,Armed Assault,12.0,8.0,District,Taliban,Private Citizens & Property,Firearms,20.0
2017,1,9,Afghanistan,South Asia,Shahr-e Safa district,31.802042999999998,66.32434,Bombing/Explosion,1.0,0.0,Vehicle of Tribal Elder: Haji Mohammad Popal,Unknown,Private Citizens & Property,Explosives,1.0
2017,1,9,Philippines,Southeast Asia,Pasig City,14.582510000000001,121.084236,Assassination,1.0,0.0,Village Councilor: Randy Ilagan,Unknown,Government (General),Firearms,1.0
2017,1,9,Pakistan,South Asia,Peshawar,34.000642,71.426497,Bombing/Explosion,0.0,0.0,Unknown,Unknown,Unknown,Explosives,0.0
2017,1,9,Syria,Middle East & North Africa,Qamishli,37.05336,41.227345,Bombing/Explosion,1.0,1.0,Vehicle,Unknown,Police,Explosives,2.0
2017,1,9,Afghanistan,South Asia,Qush Tepa district,36.122909,65.42349,Armed Assault,3.0,5.0,Outposts,Taliban,Police,Firearms,8.0
2017,1,9,India,South Asia,Chanho,23.504769,84.977203,Bombing/Explosion,0.0,0.0,Convoy,Maoists,Military,Explosives,0.0
2017,1,9,Iraq,Middle East & North Africa,Hillah,32.469238,44.416637,Bombing/Explosion,0.0,0.0,Shrine,Unknown,Religious Figures/Institutions,Explosives,0.0
2017,1,9,Iraq,Middle East & North Africa,Tikrit,35.0325,43.646389,Bombing/Explosion,15.0,0.0,Civilians,Unknown,Private Citizens & Property,Explosives,15.0
2017,1,9,India,South Asia,Tamenglong district,24.987934,93.495292,Armed Assault,0.0,0.0,Residence of District Tax Collector: M. Luikham,Unknown,Government (General),Incendiary,0.0
2017,1,9,Mali,Sub-Saharan Africa,Aguelhoc,19.464848,0.8563930000000001,Hostage Taking (Barricade Incident),0.0,,Trucks,Boko Haram,Private Citizens & Property,Melee,
2017,1,10,Afghanistan,South Asia,Lashkar Gah,31.60063,64.369652,Bombing/Explosion,8.0,2.0,Residence of Tribal Elder,Taliban,Private Citizens & Property,Explosives,10.0
2017,1,10,Afghanistan,South Asia,Kabul,34.516895,69.14701099999999,Bombing/Explosion,20.0,36.0,Vehicle of Members,Taliban,Government (General),Explosives,56.0
2017,1,10,Afghanistan,South Asia,Kabul,34.516895,69.14701099999999,Bombing/Explosion,20.0,36.0,Civilians,Taliban,Private Citizens & Property,Explosives,56.0
2017,1,10,Afghanistan,South Asia,Kandahar,31.631083,65.742226,Assassination,12.0,17.0,Members of Parliament,Haqqani Network,Government (General),Explosives,29.0
2017,1,10,Cameroon,Sub-Saharan Africa,Kolofata,11.162543,14.013976000000001,Unknown,1.0,0.0,Soldiers,Unknown,Military,Unknown,1.0
2017,1,10,Iraq,Middle East & North Africa,Baqubah,33.74324,44.623825,Bombing/Explosion,1.0,0.0,Unknown,Unknown,Unknown,Explosives,1.0
2017,1,10,Ethiopia,Sub-Saharan Africa,Gonder,12.606383000000001,37.461490999999995,Bombing/Explosion,1.0,11.0,Hotel,Unknown,Business,Explosives,12.0
2017,1,10,Syria,Middle East & North Africa,Darkush,35.991704999999996,36.393812,Hostage Taking (Kidnapping),,,Photojournalist: Shiraaz Mohamed,Unknown,Journalists & Media,Firearms,
2017,1,10,Afghanistan,South Asia,Sayd Ahmad Khel,34.140278,70.596111,Bombing/Explosion,1.0,0.0,Vehicle,Khorasan Chapter of the Islamic State,Police,Explosives,1.0
2017,1,10,Afghanistan,South Asia,Sayd Ahmad Khel,34.140278,70.596111,Bombing/Explosion,0.0,9.0,Civilians,Unknown,Private Citizens & Property,Explosives,9.0
2017,1,10,Afghanistan,South Asia,Argahandab district,32.401286999999996,66.813451,Unknown,8.0,7.0,Checkpoint,Taliban,Police,Unknown,15.0
2017,1,10,Afghanistan,South Asia,Kanisk,32.532429,62.325817,Bombing/Explosion,2.0,0.0,Vehicle,Unknown,Private Citizens & Property,Explosives,2.0
2017,1,10,Philippines,Southeast Asia,Calaocan,16.070387,120.764955,Assassination,1.0,0.0,Village Chief: Rolando Mejia,Unknown,Government (General),Firearms,1.0
2017,1,10,Myanmar,Southeast Asia,Zayan,22.96496,97.163257,Armed Assault,0.0,0.0,Patrol,Ta'ang National Liberation Army (TNLA),Military,Firearms,0.0
2017,1,10,Myanmar,Southeast Asia,Mongot,22.897778,97.007222,Unknown,0.0,0.0,Outpost,Ta'ang National Liberation Army (TNLA),Military,Unknown,0.0
2017,1,10,Pakistan,South Asia,Peshawar,34.006004,71.53743,Bombing/Explosion,0.0,0.0,Unknown,Unknown,Unknown,Explosives,0.0
2017,1,10,India,South Asia,Sukma district,18.391134,81.659273,Bombing/Explosion,0.0,0.0,Soldiers,Maoists,Military,Explosives,0.0
2017,1,10,Pakistan,South Asia,Daska,32.334984000000006,74.352882,Bombing/Explosion,0.0,2.0,Hashmat Memorial School,Unknown,Educational Institution,Explosives,2.0
2017,1,10,West Bank and Gaza Strip,Middle East & North Africa,Nablus,32.222271,35.253506,Armed Assault,1.0,0.0,Soldiers,Palestinian Extremists,Military,Explosives,1.0
2017,1,10,Turkey,Middle East & North Africa,Gaziantep,37.067631,37.37315,Bombing/Explosion,1.0,1.0,Headquarters,Unknown,Police,Explosives,2.0
2017,1,10,Greece,Western Europe,Athens,37.99749,23.762728,Armed Assault,0.0,1.0,Bus,Organization for Revolutionary Self Defense,Police,Firearms,1.0
2017,1,10,Pakistan,South Asia,Baden Khail,32.997634999999995,70.789663,Armed Assault,3.0,0.0,Patrol,Tehrik-i-Taliban Pakistan (TTP),Police,Firearms,3.0
2017,1,10,India,South Asia,Dalu,25.208389999999998,90.230948,Hostage Taking (Kidnapping),0.0,0.0,"Traders: Tamal Dey, Dulan Mahanta, Durgapada Dutta",Achik Songna An'pachakgipa Kotok (ASAK),Private Citizens & Property,Fake Weapons,0.0
2017,1,10,Iraq,Middle East & North Africa,Basmayah,33.241821,44.600452000000004,Bombing/Explosion,1.0,3.0,Civilians,Unknown,Private Citizens & Property,Explosives,4.0
2017,1,10,Iraq,Middle East & North Africa,Baghdad,33.303566,44.371773,Bombing/Explosion,0.0,2.0,Civilians,Unknown,Private Citizens & Property,Explosives,2.0
2017,1,10,Iraq,Middle East & North Africa,Tarmiyah,33.669689,44.381316999999996,Bombing/Explosion,1.0,2.0,Patrol,Unknown,Police,Explosives,3.0
